EID,FORTARGET,PROB
14157,0,0.255615592003
14278,1,0.490170747042
14331,0,0.214387655258
14711,0,0.145759791136
14827,0,0.197139546275
15225,0,0.219477415085
15459,0,0.154062330723
15850,0,0.131381824613
15872,0,0.103188000619
16088,0,0.0513991601765
16565,1,0.315793424845
17098,0,0.263010054827
17415,1,0.365049362183
17428,1,0.279496252537
17918,0,0.137715980411
18039,0,0.203518092632
18477,0,0.259189903736
18493,1,0.292791604996
18873,0,0.209390521049
18884,0,0.0342383608222
18918,0,0.231873780489
19061,0,0.123896330595
19172,0,0.209718793631
19182,1,0.277735412121
19229,0,0.126743614674
19242,0,0.172609955072
19397,0,0.103777453303
19616,0,0.200729176402
19662,1,0.276143461466
19774,0,0.205570101738
19860,0,0.0621757507324
19888,1,0.325596690178
20207,0,0.129566431046
20380,1,0.285062342882
20386,0,0.0839207693934
20440,0,0.252934902906
20484,0,0.0923525393009
20865,0,0.183404073119
21054,0,0.196685224771
21103,0,0.128896802664
21412,0,0.0878631025553
21488,0,0.221749424934
21599,0,0.225853413343
21656,0,0.182929262519
21681,0,0.0841254591942
21715,0,0.146972104907
21740,0,0.105350330472
21774,0,0.100168347359
21897,0,0.0763745829463
22085,0,0.100609578192
22223,0,0.081623211503
22795,0,0.194139122963
23049,1,0.321659475565
23224,0,0.232069835067
23267,0,0.134504020214
23482,0,0.220259144902
23880,0,0.02386841923
24156,0,0.201488286257
24300,0,0.123891986907
24797,0,0.122068628669
24918,1,0.416220992804
24919,0,0.0963824763894
25082,0,0.153929561377
25167,0,0.24212667346
25203,0,0.121374048293
25246,0,0.0520804300904
25291,0,0.191216006875
25292,0,0.223774164915
25390,0,0.152878761292
25446,1,0.397127717733
25827,0,0.0852529630065
26070,0,0.160503417253
26118,0,0.127350896597
26174,0,0.118608176708
26248,1,0.28825995326
26343,0,0.201228365302
26414,0,0.16083778441
26518,0,0.102787800133
26642,0,0.271067112684
26750,0,0.178182199597
26869,1,0.293351262808
26910,0,0.220090806484
26914,0,0.219565525651
27192,0,0.0492956414819
27329,1,0.385696470737
27454,1,0.28877055645
27794,0,0.0525599196553
27842,0,0.145493596792
27843,0,0.081291899085
27848,0,0.172256082296
27935,0,0.237651601434
28002,1,0.498023480177
28007,0,0.0505575500429
28078,1,0.332191854715
28138,1,0.351263970137
28204,1,0.292648255825
28333,0,0.0571056008339
28446,0,0.271712183952
28490,0,0.269985049963
28882,0,0.217159420252
29020,0,0.0672840923071
29030,1,0.283639401197
29297,1,0.275958180428
29389,0,0.141157850623
29391,0,0.0672355368733
29421,1,0.354814291
29511,0,0.0594347193837
29869,0,0.128842458129
30064,0,0.195847839117
30130,0,0.106899440289
30150,0,0.0809790417552
30319,1,0.320834875107
30570,0,0.0411361083388
30714,0,0.200993046165
30736,0,0.124459058046
30840,0,0.232377365232
30974,0,0.218308985233
31507,1,0.464976429939
31593,0,0.150298133492
31627,0,0.0570635981858
31875,0,0.26312032342
31897,0,0.216349646449
32145,0,0.0405729487538
32235,0,0.103705070913
32402,0,0.138316616416
32403,0,0.0946032181382
32425,0,0.167949393392
32895,0,0.191779866815
32908,0,0.191294237971
33363,0,0.137859985232
33614,0,0.0476544313133
33709,0,0.223313286901
33812,1,0.420943826437
34435,0,0.161890640855
34584,0,0.16714335978
34878,1,0.389998167753
34928,0,0.119416363537
35015,0,0.0627509877086
35076,0,0.144271627069
35140,0,0.229848533869
35543,0,0.173726245761
35626,0,0.22116163373
35684,0,0.0836712568998
35767,1,0.438080251217
35784,0,0.191132307053
35787,0,0.227180466056
36030,0,0.150643095374
36434,0,0.204088360071
36470,0,0.21941074729
36678,0,0.242817118764
36748,0,0.178755044937
36823,0,0.100909776986
37010,0,0.208202436566
37301,0,0.0714090391994
37317,0,0.169221296906
37347,0,0.0876830071211
37421,1,0.306372344494
37606,1,0.278529554605
37795,1,0.356803268194
37898,0,0.141494676471
37995,0,0.203803434968
38005,0,0.191098466516
38196,0,0.132715821266
38240,0,0.0303988400847
38431,0,0.180879279971
38442,0,0.155225500464
38683,0,0.224511444569
38851,0,0.0652223974466
38972,1,0.29878988862
39029,0,0.0655886232853
39130,0,0.25269985199
39276,0,0.190962120891
39374,0,0.200347065926
39738,0,0.0827417969704
39959,0,0.0831331014633
40543,0,0.0539285391569
40800,1,0.340215712786
40809,0,0.137851953506
41403,0,0.115627713501
41462,0,0.248320907354
41786,0,0.186697661877
41878,1,0.290999561548
42369,0,0.0619678385556
42429,1,0.325591087341
42437,0,0.187378555536
42469,0,0.156903132796
42472,0,0.0441715791821
42518,0,0.22322845459
42593,1,0.282053500414
43030,1,0.340878397226
43092,0,0.225384756923
43621,0,0.0980521813035
44016,0,0.042176451534
44061,0,0.144557103515
44062,0,0.0694807171822
44133,0,0.125230699778
44161,0,0.177480593324
44329,0,0.194015473127
44364,0,0.167636290193
44447,0,0.125211805105
44514,0,0.0614459291101
44923,0,0.265945494175
44935,0,0.185650914907
44967,0,0.21082739532
45550,0,0.116913743317
45787,1,0.398665040731
45999,0,0.139673247933
46189,0,0.0436041094363
46582,1,0.341955959797
46717,1,0.418567717075
46783,0,0.187579512596
47202,1,0.466488450766
47277,0,0.116920419037
47410,0,0.0464675799012
47451,1,0.40743753314
47508,0,0.0763346105814
47527,0,0.195304334164
47644,0,0.146598085761
48105,1,0.355680316687
48107,0,0.200526356697
48170,0,0.0213894806802
48215,1,0.375807374716
48768,0,0.212815433741
49027,0,0.139293879271
49063,0,0.117946662009
49124,0,0.0896002724767
49256,1,0.290989786386
49359,1,0.364633083344
49500,1,0.302781105042
49998,0,0.0534286089242
50342,1,0.313384085894
50516,0,0.17622372508
50555,0,0.138363435864
50561,0,0.174886927009
50582,1,0.487028479576
50583,1,0.293945282698
50685,0,0.259035617113
50701,0,0.0866400822997
50730,0,0.15738119185
50861,0,0.168695107102
50929,0,0.199343234301
51006,0,0.191059425473
51144,1,0.278532862663
51167,0,0.0955852195621
51527,0,0.0914921537042
51697,0,0.0304886903614
51818,0,0.236417025328
51925,0,0.156379759312
52657,0,0.0657143294811
52756,0,0.206400185823
52823,0,0.17110003531
53026,0,0.218884825706
53115,0,0.135879904032
53231,0,0.159710004926
53256,1,0.445087492466
53398,0,0.173425361514
53615,0,0.149456128478
53699,0,0.2644059062
54108,0,0.120726436377
54194,0,0.0980233773589
54223,0,0.197878614068
54922,0,0.1972207129
54975,0,0.122466012836
55613,0,0.200602278113
55616,0,0.139674812555
55705,0,0.03920936957
55726,0,0.223907798529
55843,0,0.201272785664
55948,1,0.37037563324
55983,0,0.137969881296
56040,0,0.110433392227
56086,0,0.131473913789
56102,0,0.157055974007
56335,0,0.0613230802119
56424,0,0.147956848145
56548,0,0.0570549294353
56611,0,0.132349133492
56959,0,0.0951786786318
56989,0,0.193036213517
57374,1,0.27778929472
57423,0,0.132148057222
57573,0,0.138748645782
57721,1,0.349941134453
57820,0,0.0626227036119
57974,0,0.126633509994
58191,1,0.465701788664
58260,1,0.283175081015
58276,0,0.129029795527
58513,0,0.0742425769567
58796,0,0.0405464097857
59057,0,0.109031870961
59259,0,0.167954772711
59292,1,0.340922892094
59322,0,0.0943371579051
59347,0,0.125953614712
59376,0,0.160664319992
59482,0,0.234497606754
59763,0,0.0675949379802
59781,0,0.206865057349
59801,0,0.132082685828
59819,1,0.422669351101
59912,0,0.18234051764
59925,1,0.418508470058
59963,1,0.324953228235
60138,0,0.130406036973
60324,0,0.071240670979
60392,1,0.562682747841
60470,0,0.0630397200584
60592,0,0.245349064469
60646,0,0.0193626191467
60783,0,0.148831322789
61151,0,0.161052525043
61200,0,0.161066874862
61372,1,0.387077361345
61460,0,0.164496079087
61543,0,0.148939818144
61596,1,0.472914487123
61598,0,0.0703001022339
61877,1,0.380197107792
62453,0,0.064586289227
62454,0,0.0821590796113
62520,0,0.201320633292
62583,0,0.201605618
62599,0,0.230687379837
62726,0,0.0638386383653
62762,0,0.117479480803
62880,0,0.0827269628644
63154,1,0.278146326542
63159,0,0.10336945951
63304,0,0.144231438637
63451,0,0.128176152706
63534,0,0.266812205315
63843,1,0.294581502676
63895,0,0.219395086169
63957,0,0.174809083343
64087,0,0.0513087399304
64099,0,0.0254127308726
64230,0,0.104382872581
64328,0,0.152343198657
64582,0,0.137191817164
64639,0,0.237760037184
64820,0,0.207627654076
64987,0,0.0443148799241
65075,0,0.156663239002
65421,1,0.491518169641
65482,0,0.0489043407142
65923,0,0.139797464013
65966,1,0.363147437572
66129,0,0.237542703748
66768,0,0.170568093657
67008,0,0.130335494876
67096,0,0.252688288689
67221,0,0.193775013089
67291,0,0.116876251996
67487,0,0.143947690725
67543,0,0.147176221013
67569,0,0.164586812258
67812,1,0.373325973749
68117,0,0.124054148793
68423,0,0.0750224590302
68631,0,0.0859349817038
68902,0,0.14950324595
68998,0,0.204214945436
69153,0,0.126867935061
69296,0,0.135436952114
69344,0,0.175706624985
69681,0,0.02720518969
69705,0,0.184391573071
69734,0,0.116658650339
69806,0,0.174003645778
69810,0,0.149915844202
69871,0,0.0838249176741
70121,1,0.466273039579
70299,0,0.112407930195
70313,1,0.302127301693
70401,0,0.263286083937
71306,0,0.0710698217154
71557,0,0.167932465672
71584,1,0.317826896906
72293,0,0.0439108200371
72323,0,0.069006383419
72324,0,0.124899618328
72568,1,0.370693653822
72740,1,0.454687207937
72790,0,0.164236202836
72818,0,0.231062635779
73045,0,0.203038558364
73541,0,0.147039085627
73579,0,0.0328355617821
73760,0,0.249276325107
73998,0,0.201914906502
74330,0,0.250193446875
74429,1,0.310936182737
74476,0,0.0441776812077
75130,0,0.197979196906
75179,0,0.100895017385
75285,0,0.168086126447
75303,0,0.220200806856
75554,1,0.377522528172
75568,0,0.0802447423339
75810,0,0.17853474617
75888,0,0.0566014610231
75907,0,0.203140079975
76071,1,0.542762756348
76122,0,0.190008953214
76249,0,0.258652985096
76315,0,0.1267965734
76522,0,0.25306174159
76728,0,0.272300302982
76792,1,0.4324041605
76883,0,0.0502096191049
77057,0,0.116727009416
77177,0,0.143142729998
77526,0,0.200440615416
77578,0,0.172124907374
77579,1,0.29090744257
77617,0,0.237651601434
77994,0,0.24229131639
78564,0,0.0869576632977
78782,0,0.179507866502
78937,0,0.177728578448
79197,0,0.179978296161
79311,0,0.263982445002
79433,0,0.178755044937
79633,0,0.140338093042
80078,0,0.0970232188702
80123,1,0.404753029346
80250,0,0.0716811791062
80265,0,0.181374356151
80294,0,0.242294967175
80517,0,0.142867803574
80938,0,0.201471686363
80980,0,0.0956034436822
81033,0,0.184571564198
81048,0,0.0362369604409
81226,0,0.226148694754
81272,1,0.314002871513
81425,0,0.154990032315
81864,1,0.319502621889
81967,0,0.191744357347
82219,0,0.193398714066
82232,1,0.355883479118
82268,0,0.156859993935
82338,0,0.0454337112606
82468,0,0.0633649379015
82615,0,0.232330545783
82813,0,0.154636546969
83037,0,0.152118295431
83132,1,0.326634675264
83173,0,0.153965786099
83556,0,0.161213189363
83674,1,0.599743664265
83675,0,0.216802045703
83770,0,0.0850497633219
83801,0,0.10883180052
83928,0,0.242705076933
84011,1,0.412720799446
84524,0,0.163121163845
84914,1,0.297463655472
84917,0,0.222274333239
84945,0,0.150837242603
85054,0,0.22367452085
85070,1,0.304872512817
85138,1,0.285904288292
85336,0,0.164047926664
85857,0,0.239122375846
86047,0,0.182685598731
86361,0,0.085304826498
86431,0,0.155503407121
87405,0,0.147014051676
87515,0,0.193888038397
87667,0,0.266944855452
87954,1,0.306278079748
87973,0,0.144110396504
88001,0,0.0644625499845
88242,0,0.128595799208
88571,1,0.369716078043
88594,1,0.359504789114
88808,0,0.103915393353
88811,0,0.171412214637
89061,0,0.0732726976275
89351,0,0.216222062707
89448,0,0.120305716991
89558,0,0.0621413402259
89646,1,0.319405764341
89964,0,0.183360144496
90098,0,0.202674135566
90139,0,0.0253031402826
90368,1,0.442682951689
90661,0,0.171897754073
90969,0,0.201515898108
91107,0,0.189782440662
91122,0,0.180812045932
91498,0,0.114058792591
91776,0,0.148586452007
91991,1,0.591516911983
92399,1,0.285967350006
92412,0,0.170300498605
92437,1,0.328677088022
92575,0,0.156687378883
92597,0,0.0777875185013
92748,0,0.135981351137
93351,0,0.122280217707
93707,1,0.2897593081
94273,1,0.328347057104
94325,0,0.0523833483458
94389,0,0.252580374479
94510,0,0.141987636685
94534,1,0.57492429018
94756,0,0.0902225002646
94817,0,0.166632920504
94997,0,0.0926503092051
95254,0,0.216685757041
95263,1,0.309200525284
95292,0,0.0776529312134
95308,0,0.132518127561
95511,0,0.05845887959
95600,1,0.506915867329
95604,1,0.431923568249
95867,0,0.183855205774
95936,0,0.187797486782
96300,1,0.351447999477
96468,0,0.237423464656
96510,0,0.12644906342
96693,1,0.299580127001
96724,1,0.424737036228
96738,0,0.112089201808
96912,1,0.29477134347
97304,0,0.0874652937055
97318,0,0.127680003643
97329,0,0.0732689425349
97378,0,0.122931942344
97463,0,0.123579792678
97519,0,0.119954876602
97854,1,0.286536425352
97987,0,0.145215690136
98588,0,0.212356060743
98740,1,0.438082426786
98943,1,0.316163122654
99135,0,0.0365546196699
99319,0,0.168181493878
99520,0,0.141353547573
99664,0,0.0393856205046
99715,1,0.288644999266
99813,0,0.158467024565
100043,0,0.16719865799
100206,0,0.185849398375
100265,0,0.178220123053
100334,1,0.356081038713
100336,0,0.216952413321
100517,1,0.703518748283
100866,1,0.323695391417
101047,0,0.191315680742
101087,0,0.0677646622062
101159,0,0.160471126437
101209,1,0.368749290705
101287,0,0.200890719891
102093,0,0.235404774547
102327,1,0.312868833542
102520,0,0.193205013871
102525,1,0.307179898024
102710,0,0.130894914269
102742,0,0.101368613541
102905,0,0.160225898027
103110,0,0.248037606478
103249,0,0.104385450482
103294,1,0.423226773739
103449,0,0.0384887494147
103610,0,0.266887277365
103734,0,0.232322826982
103766,0,0.0670955404639
104139,0,0.121443733573
104358,0,0.223236113787
104481,1,0.318351954222
104766,0,0.115872167051
104767,0,0.163342043757
104768,0,0.212232515216
105236,0,0.172427326441
105269,1,0.311865061522
105645,0,0.13623175025
105897,0,0.146554723382
106029,0,0.228375285864
106312,0,0.0759169235826
106434,0,0.0804689824581
106763,0,0.0924135893583
107009,0,0.128744229674
107044,0,0.164220064878
107132,0,0.184367820621
107349,0,0.183333560824
107468,0,0.171480625868
107527,0,0.0735475420952
107587,0,0.17027425766
107650,0,0.152340814471
107934,0,0.257537275553
108150,0,0.247280701995
108339,0,0.0851833224297
108655,0,0.237162485719
108902,0,0.183188065886
108968,0,0.061836220324
109640,0,0.215235665441
109746,0,0.121875546873
109850,0,0.172478124499
110036,0,0.0812281966209
110151,0,0.0443572402
110164,0,0.177560836077
110271,0,0.230383247137
110443,0,0.195888862014
110503,0,0.0477830804884
110525,0,0.144252955914
110835,0,0.0332742296159
111051,0,0.179978296161
111060,1,0.414916604757
111293,0,0.166099533439
111406,0,0.190008953214
111461,0,0.205863982439
112058,0,0.056826479733
112086,0,0.0947097465396
112188,0,0.0531043112278
112547,0,0.0697305575013
112673,0,0.177513092756
112678,0,0.230001807213
112714,0,0.123915657401
112717,0,0.174863934517
112873,0,0.118747472763
112917,0,0.255479246378
112993,0,0.0513787083328
113398,0,0.152013614774
113530,0,0.0228776391596
113575,0,0.239730626345
113896,0,0.226835414767
114032,0,0.230476275086
114177,0,0.0558711588383
114450,0,0.0623814016581
114572,0,0.0729023218155
114656,0,0.229215219617
114841,0,0.101500913501
114985,0,0.22139044106
115148,1,0.437520831823
115185,0,0.122733026743
115215,0,0.220098018646
115723,0,0.253339856863
116089,0,0.177566319704
116126,0,0.109880238771
116926,0,0.0206748303026
117064,0,0.0722134485841
117207,0,0.160655006766
117333,0,0.168449193239
117466,0,0.163603514433
117501,1,0.547231733799
117601,0,0.0474010817707
117960,0,0.148784130812
118225,0,0.132738992572
118486,0,0.170194715261
118834,0,0.0597395189106
119128,0,0.179094165564
119222,1,0.303559392691
119289,1,0.504850804806
119318,0,0.121262483299
119350,0,0.0366186909378
119382,0,0.0969547703862
119492,0,0.11656306684
119577,0,0.187259495258
119777,0,0.154557257891
120125,0,0.168131738901
120466,0,0.166431650519
120668,0,0.0883839428425
120982,0,0.165964350104
121032,0,0.241671293974
121046,0,0.112281396985
121090,0,0.175106480718
121155,0,0.215086713433
121367,0,0.205132618546
121373,0,0.176989093423
121398,0,0.10189127177
121587,0,0.102466702461
121881,0,0.0488950386643
122806,0,0.149832710624
123028,0,0.0482132583857
123042,1,0.309200525284
123139,0,0.158616706729
123152,0,0.180378943682
123265,0,0.229671776295
123413,0,0.252363860607
123424,0,0.117087386549
123488,0,0.11232034117
123564,0,0.118408337235
123794,0,0.0336168408394
124571,0,0.165695026517
124988,1,0.29201811552
125291,0,0.165435925126
125503,0,0.151268288493
125556,0,0.0405978783965
125701,0,0.198550194502
125982,1,0.333163022995
125991,0,0.213601917028
125993,0,0.0570972003043
126146,0,0.0670320689678
126261,0,0.250726997852
126695,0,0.218110173941
127003,1,0.295656055212
127248,0,0.259382665157
127354,0,0.0836823582649
127533,0,0.210189253092
127921,0,0.172637522221
127978,0,0.206724599004
128213,0,0.175742074847
128248,0,0.145781114697
128395,1,0.365570932627
128476,1,0.293677508831
128583,0,0.183387726545
128598,0,0.0934285372496
128701,0,0.220199912786
128810,0,0.141627833247
128837,0,0.238733902574
129068,0,0.0568589381874
129116,0,0.109678320587
129249,1,0.482311248779
129516,0,0.235761523247
129639,0,0.122701488435
129805,1,0.345346719027
129960,0,0.108456157148
130064,1,0.31241980195
130128,0,0.0945785269141
130360,0,0.175353452563
130419,0,0.132701396942
130470,1,0.312482208014
130665,1,0.528784692287
130741,0,0.252624899149
130905,0,0.198611781001
131012,1,0.316686034203
131038,0,0.08619338274
131209,0,0.0575875192881
131315,0,0.226982578635
131943,0,0.152384877205
132112,0,0.177104532719
132422,0,0.0907596573234
132508,0,0.0754171386361
132749,0,0.178484454751
132978,0,0.0628730431199
132979,1,0.329096317291
133268,0,0.0939674675465
133317,0,0.152461916208
133328,0,0.104023523629
133783,0,0.155468195677
133828,0,0.10135448724
134087,0,0.156085580587
134114,0,0.183493956923
134626,0,0.173938885331
134654,0,0.178572401404
134770,1,0.462963908911
134808,0,0.0619826205075
134931,0,0.267825245857
135014,0,0.0896486192942
135073,0,0.265890747309
135183,1,0.274295955896
135232,0,0.158519402146
135877,0,0.039413869381
135900,0,0.100475937128
136143,0,0.263742417097
136148,1,0.364233493805
136248,0,0.0477833785117
136379,0,0.0874523669481
136583,0,0.0667689368129
136619,0,0.171034634113
136665,0,0.188972398639
137050,1,0.414701640606
137059,1,0.557602465153
137132,0,0.196913778782
137243,1,0.287986814976
137406,0,0.0963369980454
137743,0,0.220200806856
137781,0,0.120216071606
137861,0,0.164360135794
138027,0,0.201266586781
138080,0,0.109964542091
138223,0,0.201659455895
138580,1,0.356028676033
138595,1,0.282526433468
138680,0,0.256620854139
139079,1,0.293558657169
139165,0,0.124933943152
139625,0,0.06429708004
139903,0,0.136805519462
140024,0,0.187475472689
140247,1,0.296442806721
140375,1,0.363267093897
140381,0,0.172878354788
140992,0,0.149475291371
141464,0,0.223718002439
141474,1,0.320938020945
141519,0,0.0799898430705
141553,0,0.170580387115
141940,0,0.260767370462
141971,0,0.132227376103
142053,0,0.171205282211
142196,0,0.205205023289
142352,1,0.357724428177
142383,1,0.286103695631
143021,0,0.109381347895
143353,0,0.122376732528
143510,0,0.192319482565
143727,0,0.0403151214123
143742,1,0.366272926331
143937,0,0.164420962334
144166,0,0.174520418048
144168,0,0.0739750191569
144177,0,0.170877099037
144186,0,0.100293919444
144237,0,0.0544998198748
144254,1,0.450290799141
144309,0,0.178595125675
144608,0,0.0398389287293
144705,0,0.231993541121
144706,0,0.193811535835
145058,0,0.23896047473
145206,0,0.181128159165
145236,0,0.118523046374
145265,0,0.26262396574
145375,0,0.0692450478673
145870,1,0.418550312519
145964,0,0.098631106317
146196,0,0.0688801109791
146230,1,0.395851492882
146259,0,0.0635698512197
146444,0,0.252380371094
146448,0,0.205786347389
146552,0,0.137160867453
146912,0,0.158680617809
147155,1,0.327423125505
147279,0,0.1846588552
148101,0,0.24648809433
148292,1,0.273670494556
148383,0,0.0284143406898
148386,0,0.271577805281
148521,0,0.133994355798
148902,0,0.198130860925
148917,0,0.233310520649
149192,0,0.200644627213
149318,1,0.292789578438
149494,1,0.30111566186
149570,0,0.123742483556
149780,0,0.198432832956
149975,1,0.359690189362
150033,0,0.19746004045
150061,1,0.317965835333
150188,1,0.312918961048
150368,0,0.243489935994
151080,0,0.221310898662
151108,0,0.15187048912
151304,1,0.398726552725
151314,0,0.208620652556
151591,0,0.0973423272371
151614,0,0.230765342712
151851,0,0.262822002172
151870,0,0.0403251610696
152060,0,0.10987585783
152401,1,0.448143333197
153639,0,0.0621282197535
154003,0,0.126189365983
154054,0,0.0659594684839
154139,0,0.13623175025
154454,0,0.161500796676
154604,0,0.0799180194736
154629,0,0.0493089184165
154656,1,0.289604067802
154778,0,0.0902229771018
154988,1,0.386413961649
155111,1,0.312369376421
155162,0,0.194014638662
155240,0,0.0238051805645
155326,1,0.33073875308
156006,1,0.342273324728
156127,0,0.206262975931
156159,0,0.0825826227665
156336,0,0.0895324721932
156632,0,0.191117435694
156656,0,0.0875974670053
157145,0,0.0528862215579
157206,0,0.0382353104651
157469,0,0.268819183111
157629,1,0.302862048149
157684,0,0.0626462176442
157854,0,0.171394720674
157901,0,0.127968385816
157941,0,0.252289861441
158146,0,0.140149757266
158365,0,0.127114787698
158377,0,0.0629281997681
158398,0,0.194980725646
158427,1,0.6219830513
158754,1,0.332290530205
158801,0,0.110727019608
159074,0,0.187768116593
159184,0,0.264571100473
159195,0,0.210508942604
159417,0,0.180811405182
159502,0,0.109179273248
159689,0,0.132961034775
159869,0,0.183681666851
159919,1,0.351006746292
159947,0,0.200959786773
160005,1,0.351006746292
160013,0,0.127948150039
160285,0,0.132148057222
160673,0,0.180083036423
160897,1,0.342989951372
161097,0,0.127929002047
161188,0,0.186497166753
161194,1,0.305345952511
161413,1,0.399320006371
161502,0,0.182060614228
161875,0,0.229524433613
161889,0,0.14912211895
162277,1,0.313831865788
162863,0,0.149276971817
162867,0,0.22457960248
163169,0,0.0588243789971
163271,0,0.131600171328
164013,0,0.205838918686
164047,0,0.177144065499
164231,0,0.0812190175056
164256,0,0.177580863237
164291,0,0.202707946301
164320,0,0.192399561405
164355,0,0.172020018101
164466,0,0.225065454841
164480,0,0.0668663606048
164483,1,0.473725169897
164572,0,0.05937808007
165179,1,0.304809719324
165208,0,0.239987298846
165362,1,0.364633083344
165548,0,0.0778761506081
165588,0,0.18257522583
165589,0,0.17679899931
165641,0,0.161563068628
165688,1,0.308287501335
165709,1,0.580230593681
165847,0,0.144379779696
165869,1,0.352505236864
165881,0,0.0570537596941
165893,0,0.0567669607699
165903,0,0.118866920471
165905,0,0.0848234817386
166170,0,0.157204508781
166364,0,0.19363771379
166435,0,0.132911175489
166526,0,0.203439235687
166818,0,0.198529154062
166843,0,0.153253242373
166964,0,0.228602513671
167155,0,0.166403993964
167172,0,0.25732332468
167174,0,0.186437636614
167377,0,0.182682022452
167624,0,0.0476019307971
167861,0,0.0213782694191
167895,0,0.140403971076
168089,0,0.217143595219
168094,0,0.195702776313
168199,0,0.128898322582
168282,0,0.109758272767
168403,0,0.0864905267954
168727,0,0.129184141755
168993,0,0.155881255865
169669,0,0.170059353113
169837,0,0.145403176546
169990,0,0.184751421213
170675,0,0.178260698915
170929,1,0.303463727236
171022,0,0.12956443429
171028,0,0.272554337978
171182,1,0.321934580803
171395,0,0.206863895059
171750,0,0.249201312661
171792,0,0.154256522655
171975,1,0.355968028307
172242,1,0.339477598667
172755,0,0.0879473015666
172887,0,0.0970295891166
172904,0,0.15122820437
173052,0,0.234511494637
173262,0,0.213214322925
173299,0,0.198866486549
173354,0,0.05614830181
173536,0,0.245729342103
173796,1,0.487533807755
174023,0,0.15703946352
174415,0,0.0838165208697
174607,0,0.158805295825
174622,0,0.243412435055
174660,0,0.177067473531
174987,0,0.200644627213
175008,0,0.0481722988188
175011,1,0.275162309408
175355,0,0.149652048945
175414,1,0.42161038518
175425,0,0.247478023171
175448,0,0.092372611165
175617,0,0.261585563421
175939,0,0.0738859176636
175975,0,0.158548787236
176110,0,0.242471158504
176196,0,0.0376819111407
176227,0,0.0994250327349
176629,1,0.283109277487
176847,0,0.0947693362832
177270,1,0.494434893131
177920,0,0.150381088257
177922,0,0.153958901763
178005,0,0.210508942604
178220,0,0.150347352028
178248,1,0.571294009686
178590,0,0.265909999609
178659,0,0.0979915931821
178767,0,0.132148057222
178966,0,0.195931643248
179070,0,0.174717321992
179387,0,0.192574054003
179614,0,0.148609533906
180125,1,0.379565894604
180643,1,0.309029191732
181342,0,0.200092166662
181749,0,0.24951146543
181791,0,0.149371668696
181801,0,0.132148057222
181867,1,0.547487139702
182198,0,0.175613433123
182573,0,0.0816753581166
182903,0,0.0467507615685
182931,0,0.036071151495
182961,1,0.274430394173
182976,0,0.077066808939
183142,0,0.231032982469
183547,0,0.127876788378
183603,0,0.177043125033
183659,0,0.185767695308
183750,0,0.156306087971
183857,0,0.202874317765
183866,0,0.0871796831489
183941,1,0.384307593107
184241,0,0.171897754073
184476,0,0.199330225587
184713,0,0.125929638743
184741,0,0.262792557478
184749,0,0.148853614926
184767,0,0.0993914604187
